customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3075-GHGRX,Male,1,No,No,3,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,54.74,153.34,Yes
6817-SDWCQ,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),90.42,2034.58,Yes
1373-SOZFZ,Male,1,Yes,No,65,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,89.95,5804.35,Yes
2573-KTTJZ,Female,0,No,Yes,44,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.12,3607.17,Yes
9561-NDLTW,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,72.85,2474.99,Yes
6447-GZIXY,Female,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),83.9, ,No
3576-JCUYH,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.36,5560.13,No
6389-ZGPRK,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),78.79,1754.22,No
8699-UNUMD,Female,1,Yes,Yes,18,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,87.16,1568.94,No
4550-TKRAL,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.29,406.8,No
1166-LAVDR,Female,0,Yes,No,22,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,59.06,1283.07,No
8342-CGFOO,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.83,1056.33,No
3151-VAZMW,Male,0,No,No,66,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.14,3406.36,No
2879-UMKDG,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),92.57,6653.34,No
2803-MVLPF,Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.05,2502.01,Yes
2037-SPZDE,Female,0,Yes,No,35,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),51.45,1796.72,Yes
5264-XCVJQ,Male,0,No,Yes,36,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.78,2285.27,No
7121-LWGRS,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.16,7220.24,Yes
4814-LVGJY,Male,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28.35,158.54,No
9951-VTJYW,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),89.73,455.84,No
8428-RIPGY,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),86.93,360.52,Yes
9922-YJEGE,Male,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.43,1630.51,No
3766-SJHXI,Male,1,No,Yes,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,93.31,1488.7,Yes
7666-VBCMK,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.95,1191.82,Yes
4726-FANRX,Female,0,No,Yes,38,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),82.12,3111.87,Yes
7058-HVCNB,Male,0,No,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,67.29,2691.82,Yes
2084-PFANJ,Female,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,35.33,1497.82,No
3693-IGYBK,Female,0,No,Yes,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,67.79,214.95,Yes
4693-EIGYN,Male,0,No,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,75.93,1927.34,No
8802-PVPGJ,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.39,664.63,Yes
5052-FQABN,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.35,727.64,No
8843-IWFQU,Female,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.88,1177.91,No
1106-DUIPC,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),76.72,2654.55,No
6303-CMSYU,Male,1,No,Yes,11,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.06,751.67,No
2440-WWFVC,Male,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.07,1031.0,No
2615-JYQGM,Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.29,992.09,No
4530-JGXFX,Female,0,Yes,No,29,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.85,2176.43,No
2976-LDCFZ,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),29.0,679.52,No
4195-PMIZK,Male,0,Yes,No,35,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,66.07,2319.72,No
8198-UMWSC,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.39,1239.19,No
9523-SHNVI,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.75,258.79,Yes
3423-QFDDS,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,93.87,1459.24,No
6176-BQOJC,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),100.67,2612.16,No
3035-DVAAR,Female,1,No,No,20,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,59.16,1196.8,Yes
1003-WVOYW,Male,0,No,No,38,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.21,2440.59,No
9692-VJYQY,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.08,2819.53,Yes
4251-LPEPQ,Female,0,No,Yes,27,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.99,1698.31,Yes
1054-OMHUB,Female,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),94.68,2630.75,No
6767-JGJYD,Female,0,Yes,No,39,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,64.43,2486.63,No
3090-IDCKC,Male,0,No,No,72,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,93.44,6712.18,Yes
3809-RZSNX,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),83.32,329.53,Yes
4991-BBBJW,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.73,448.54,No
7798-VLKQR,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.68,1068.04,Yes
2037-QOLPW,Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),82.22,2642.9,No
7287-BHGAD,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,57.39,2001.23,No
2194-TGRDQ,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.35,1012.21,No
9316-KKTKO,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,93.28,2437.32,Yes
9621-QBRPL,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.28,665.85,No
9553-PCHVV,Male,0,No,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.62,935.71,No
4223-BVANY,Female,0,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.98,1028.85,No
7115-DICEA,Male,0,Yes,Yes,9,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),46.78,437.97,No
5533-SAJVL,Male,0,Yes,Yes,59,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,49.75,2935.2,No
4297-PHNOP,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),71.11,940.4,No
2674-LBDCI,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,81.34,1708.51,No
8698-GDFSA,Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.48,1789.68,No
6471-PKVDR,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.75,1698.06,No
2686-ZEVFY,Female,0,Yes,No,23,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.79,1383.45,Yes
7651-BLVIT,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),92.6,174.29,No
6404-LMVWQ,Female,0,No,Yes,11,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,89.4,1018.77,Yes
4836-MJOOR,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.48,321.73,No
6889-WKMKD,Female,0,Yes,No,35,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,68.9,2390.14,No
6365-WYKRP,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,94.22,608.28,Yes
1489-LMIUM,Female,0,Yes,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,644.27,No
8909-FKSKJ,Male,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.0,1221.28,No
6710-MWHEB,Male,1,No,No,21,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),70.85,1492.5,Yes
9847-MSIOF,Male,0,Yes,No,47,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,54.59,2552.81,No
6351-XNEQV,Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.68,1584.7,No
7950-IPRMR,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.92,1917.16,No
8936-URSBD,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.49,723.67,No
5714-CIJBG,Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.05,953.88,No
2274-SJXTN,Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),33.66,1432.59,No
2656-KCWQG,Male,0,No,No,44,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,64.3,2833.68,Yes
6273-KRNNF,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),90.4,4080.41,Yes
2566-IVCQL,Male,0,Yes,Yes,24,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),55.91,1329.35,No
8230-DTPXJ,Male,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.02,783.94,No
5637-GJGWR,Female,1,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.15,3295.51,No
6032-VRQKA,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),61.59,1508.67,No
2891-DNIMP,Female,0,No,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,66.07,4421.06,No
8426-SHRFT,Male,1,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.64,2936.74,Yes
7748-ELIIQ,Female,0,No,Yes,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,91.51,2176.73,Yes
9720-VPLCN,Female,0,No,No,28,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),61.14,1699.62,No
3352-VPULX,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,76.74,1237.23,No
3657-HLUPH,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.56,115.44,No
2289-TODZO,Female,0,No,No,25,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,46.48,1178.05,No
5669-KFDII,Male,1,No,Yes,41,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,65.92,2691.82,No
8778-WEOIB,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.46,873.24,Yes
4140-JONNW,Female,0,No,No,27,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),64.6,1743.7,Yes
6004-PHHQQ,Female,0,No,No,22,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.15,1748.36,No
4810-AQZXP,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.85,824.12,No
4376-YBYNG,Female,0,No,No,47,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.67,3993.03,Yes
1992-QJFGY,Female,1,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),32.52,932.88,No
1357-EBRXQ,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,89.02,1148.21,Yes
4129-WGUSG,Female,1,No,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),71.53,2159.36,No
7294-GPLOO,Male,0,No,No,8,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,54.52,442.64,No
9042-BCSTY,Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.59,375.17,No
7713-OPAOL,Female,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,69.87,4606.64,No
8398-KTKQC,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),56.7,419.37,No
5719-EBWZZ,Female,0,Yes,No,49,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,61.25,2989.85,No
9644-OLJVQ,Female,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.06,4653.76,No
8379-TKHOB,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,82.67,408.62,Yes
6718-FUMHK,Female,0,Yes,Yes,6,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),62.97,378.78,No
5272-VMCUX,Female,1,No,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),87.26,3359.84,No
5806-LDXZK,Male,0,No,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,69.51,708.1,Yes
4665-GEPKV,Female,0,No,No,58,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,65.96,3799.61,Yes
8882-JWWBP,Female,0,Yes,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,1039.78,No
4408-JRLHZ,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.62,5882.71,Yes
6690-TXCFB,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,82.04,2084.8,No
4554-QIDVW,Male,0,No,Yes,72,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,57.29,4140.31,No
6729-XINZK,Female,0,No,No,70,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.65,4537.93,Yes
4713-UBEGV,Male,0,Yes,No,29,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,66.7,1932.55,No
7723-NBWLJ,Male,0,Yes,No,15,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,61.15,905.15,Yes
1984-ASWPO,Female,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,89.65,2109.89,No
6983-NIUWO,Female,1,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,83.29,3488.37,Yes
5345-GDURH,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,107.16,4207.55,No
9075-OOQBL,Female,1,Yes,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),93.09,3341.9,No
4110-FNWED,Male,0,Yes,Yes,15,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),71.58,1073.51,Yes
9958-OGCMJ,Female,0,No,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.64,899.06,Yes
4009-LXVLS,Female,0,Yes,No,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,61.67,1064.74,No
2970-UCFBX,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,79.16,529.74,Yes
9762-IMWNS,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,97.34,991.61,No
7153-TPZBY,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.87,1462.56,No
7861-URZFG,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,100.06,472.79,No
6102-QMGAC,Male,0,Yes,Yes,2,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.57,138.03,Yes
9115-RGUQL,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.11,300.26,No
1137-WPTRO,Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.83,716.09,No
8167-WKRFA,Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),82.99,3323.66,Yes
6515-TDJUB,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.29,352.73,Yes
2192-JTKYN,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.86,1096.28,No
3562-YAGDG,Female,0,No,Yes,35,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),92.11,3240.26,Yes
1253-JOPFD,Male,0,No,Yes,12,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.16,895.74,Yes
2027-XWDVV,Male,0,No,Yes,72,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,77.38,5587.98,No
8660-BTFVA,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),82.9,5989.38,No
6489-UDEEO,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),71.79,3361.58,Yes
4623-ZGLYK,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,81.07,1139.73,Yes
5684-OQVVR,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.77,1640.87,No
2562-HFKZI,Female,0,No,No,17,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,46.77,804.1,Yes
2017-EGVOU,Female,0,No,No,53,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,67.5,3561.18,Yes
9949-DSMAA,Female,0,No,Yes,31,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,56.92,1774.93,No
1181-NIXLR,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),27.05,1431.43,No
7173-NITYB,Female,0,No,No,46,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,67.56,3092.12,Yes
3364-AMYJH,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,87.57,1404.18,Yes
1125-XLQYL,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),94.33,1577.53,No
7703-JYLKY,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.56,1977.82,No
9501-TMBTG,Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,100.07,2888.93,Yes
7717-YCTLE,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,106.0,4755.9,No
1988-CTEAP,Female,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),67.41,3586.73,No
7088-JJMPT,Female,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.3,562.6,No
7628-MYCEP,Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),102.67,1814.79,Yes
6970-QRRYW,Male,1,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.88,54.25,No
4111-RISJB,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,67.06,475.58,Yes
8824-YXMKP,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,79.59,351.99,Yes
9614-CPSTP,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),83.73,6033.54,No
2633-NZTJS,Male,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,70.52,3527.78,No
7353-KISTJ,Female,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,64.47,1165.98,No
9797-ZCCXH,Male,0,Yes,No,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,58.0,1016.73,No
1764-FTATX,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),108.52,1101.06,Yes
3930-GKKDT,Male,1,No,No,57,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,91.79,5241.97,No
3366-PEXGY,Male,1,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.67,2827.33,No
2006-EATVV,Male,0,Yes,No,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),71.93,1988.12,No
2896-ZUEVF,Male,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),90.76,710.14,No
3978-FHFPP,Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,87.44,3357.56,Yes
7501-FVSTO,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,104.83,7210.79,No
